,Cook,Harris,Los Angeles,New York,Orange
2020_2_01,0.5787425372749287,0.5621944077511383,0.5705118257617673,0.5902069594876711,0.5869521251113582
2020_2_02,0.588484217344173,0.5576209655907425,0.58020401308511,0.5999673530433703,0.596434756435994
2020_2_03,0.5729954602609152,0.553753187781785,0.5704481026287109,0.5905932220456245,0.5864962007503669
2020_2_04,0.5676656685127711,0.5500414677360551,0.5688847082521701,0.5849787582011262,0.5785004293671484
2020_2_05,0.5668840106653119,0.55157397410154,0.5710899103365092,0.5870245085309296,0.580279985366105
2020_2_06,0.5702362828966308,0.54615646245975,0.5713242453944537,0.5929355875873656,0.5789810377871488
2020_2_07,0.5812542054829227,0.5577773581045984,0.5772576425250122,0.6052465906378216,0.5861715218990687
2020_2_08,0.5792783179911872,0.5653476608100059,0.5787810289531053,0.6116284754611151,0.5988186114117916
2020_2_09,0.5877812823589336,0.5558720491505925,0.5815344332252521,0.6059037048062915,0.5872716470828947
2020_2_10,0.58605334795276,0.5553076551092611,0.595505667919417,0.6114397579551614,0.594671019497148
2020_2_11,0.5793104478234641,0.5485536183020179,0.5745142870288747,0.5988215847953217,0.5835653445536633
2020_2_12,0.5748930168599033,0.5501058625333702,0.5775342784251621,0.6034873297707211,0.5863533556773864
2020_2_13,0.5760428789926288,0.5538326717596838,0.576281785454418,0.5996941118948824,0.5872230890021678
2020_2_14,0.5951881429092233,0.5739959307062551,0.5968851021613012,0.624321005618238,0.6086464741320237
2020_2_15,0.5981995713393841,0.561881173272783,0.591756893370154,0.6134820386730833,0.6052680902835943
2020_2_16,0.5808205190696393,0.5554247569708771,0.5788974163118171,0.6043309770715238,0.5891835036010408
2020_2_17,0.5835183955883002,0.5509520013405946,0.5739790767590205,0.6012275897660817,0.5805657708854133
2020_2_18,0.5758239944220326,0.5469331563113141,0.5738893707775734,0.5953030776535456,0.5864643185336291
2020_2_19,0.5729303587775341,0.5433275434255587,0.5662400184175933,0.5843969446288129,0.5800916852582803
2020_2_20,0.5804516976634848,0.5499863619282365,0.5750191807672911,0.5904542521048107,0.5861364385060077
2020_2_21,0.5792755488018146,0.5558409482758618,0.5807146560271282,0.6021592637748563,0.5913669701146889
2020_2_22,0.5796563960743072,0.5682809293326845,0.5732336570114847,0.6048718500260973,0.5981642716439026
2020_2_23,0.5787843331100919,0.5498260290089693,0.5729432081358086,0.6008089683717066,0.594735492617372
2020_2_24,0.5757804403866247,0.5458586531822144,0.5726224278850571,0.597363238463495,0.5858739100828808
2020_2_25,0.5764650918269227,0.5517790004986077,0.5708541380614213,0.5944629550014191,0.5782526184841131
2020_2_26,0.5733875125458002,0.5483199129188985,0.5722099287700524,0.5920827867517604,0.579925789781436
2020_2_27,0.5783662094437316,0.5454075573198245,0.5746657865544944,0.5958118864717877,0.5817414533803072
2020_2_28,0.5811916331632169,0.5501623780276098,0.5755019333489106,0.5981697135489462,0.5896985721579102
2020_2_29,0.5874608818897633,0.5571025744535515,0.5753299008627384,0.5962968835474004,0.5943061684369337
