,Cook,Harris,Los Angeles,New York,Orange
2019_8_01,0.5729730325159688,0.5478470367754227,0.5705122918926337,0.5967588998131612,0.5787974027371497
2019_8_02,0.5721626687900637,0.5479389833200661,0.5705132905616748,0.5980972248743123,0.5806216266169812
2019_8_03,0.5772808571974841,0.5461971457668707,0.5680407336164931,0.596089585771532,0.5783910500446326
2019_8_04,0.561763260509905,0.5361309334860568,0.5591332209040587,0.589866390167727,0.5708997496504278
2019_8_05,0.5597490998192567,0.5354227440280677,0.5669011717965058,0.5877929837980765,0.5742418074424436
2019_8_06,0.5647592394313501,0.5442036347847877,0.5645716436471669,0.590916244215023,0.5751311026718198
2019_8_07,0.5651268928615713,0.5440242645711008,0.5641174064252408,0.5915316986145616,0.5783164652154889
2019_8_08,0.567428272473238,0.547024290042045,0.5632127249580203,0.5889435657354513,0.574015282836928
2019_8_09,0.5716545827288427,0.5500981401852248,0.5714098872455547,0.59553766055344,0.5811811692264576
2019_8_10,0.5791358969191452,0.5494833584314041,0.5688447599883074,0.5975975107781428,0.5847298208714959
2019_8_11,0.5741994526047784,0.5441315506355229,0.5722577294814865,0.6044739635139923,0.5796211702906976
2019_8_12,0.5689353072226017,0.5417289936250469,0.5693305704686576,0.5950558683613028,0.5798861289340101
2019_8_13,0.5678313135939578,0.5476944578286876,0.5636195084047642,0.5914539692944146,0.5810833763483148
2019_8_14,0.5628099158164408,0.547788227979463,0.5686188146659963,0.5914603241628451,0.57405636937925
2019_8_15,0.5689546136659337,0.5470432744668414,0.5687367096315332,0.5972299398450337,0.5742982498489592
2019_8_16,0.5718964090584874,0.5532022786154249,0.5747826841299327,0.6011454037816114,0.5862010542191677
2019_8_17,0.5729695180542108,0.5521930567410877,0.5733161542284789,0.6047750483466781,0.5825777714442913
2019_8_18,0.5634932513789581,0.5426100494967138,0.5710061886389437,0.5953680708120707,0.5863635032298277
2019_8_19,0.5662235278022487,0.5376384300695174,0.5706963876475108,0.591450867774086,0.5744191682988329
2019_8_20,0.5637712561942516,0.5384978344187036,0.5633138309889247,0.5904597997476985,0.5769307270546222
2019_8_21,0.5690999844483965,0.5448639945826057,0.5673257890288734,0.5907432231649826,0.5800378274523238
2019_8_22,0.57217996636591,0.5464767481714069,0.5647972160237994,0.5965459240056813,0.5821737624782926
2019_8_23,0.5746665269213067,0.5437767019778742,0.565907619759576,0.5896193646895683,0.5961109447702833
2019_8_24,0.5716830225331823,0.5480188463823208,0.5657464075497566,0.6016298962220687,0.6021930840500204
2019_8_25,0.5629755271547537,0.532162492251158,0.563107271878249,0.5921117410303027,0.5807922471321811
2019_8_26,0.5609639107552709,0.5369068221931809,0.5629299434128291,0.5919173880065998,0.5851986727523442
2019_8_27,0.5714006754711305,0.5402624079697116,0.5669779774549986,0.5974159332331989,0.577772872689123
2019_8_28,0.571415470591071,0.5426665652480163,0.5644022922534565,0.5931520438303028,0.5779494987655702
2019_8_29,0.570772585110891,0.5439561239275493,0.563266498770872,0.5934474264546081,0.5814915903553013
2019_8_30,0.577317069667391,0.5547245502140264,0.5650448247105475,0.599869735449481,0.5739666954663489
2019_8_31,0.5757709187916435,0.5403392118693664,0.5644386647634896,0.6024403884842826,0.5815731242922169
