,Cook,Harris,Los Angeles,New York,Orange
2019_10_01,0.5703697952177145,0.5473901160564555,0.5674071078592035,0.5931575132953677,0.5853837126233765
2019_10_02,0.5691430956762691,0.545487150331342,0.5655608296212701,0.5894631562073668,0.5797934066751945
2019_10_03,0.5700139923167568,0.5445540680272103,0.5656302185390021,0.5969528437054822,0.5805785573025676
2019_10_04,0.5799546762313803,0.5494028424602533,0.5708079108619735,0.6065188046542754,0.5876565006370074
2019_10_05,0.5753511248014294,0.5449029191808771,0.5661584523848128,0.610112618180032,0.5805327673559819
2019_10_06,0.5666309809657382,0.5397334419917684,0.5680786058112002,0.603048172433381,0.5812264159982998
2019_10_07,0.561973481789104,0.5311661392798575,0.5637756607194399,0.5948746688972534,0.5737162970360823
2019_10_08,0.5662719826385434,0.5399267906866554,0.5617225970547919,0.5899912471987586,0.5704558312620821
2019_10_09,0.5667074386326586,0.5302136564647509,0.5616682834803314,0.5855774750318353,0.5699741494743757
2019_10_10,0.5642167303641843,0.5395058034463098,0.5447244351107222,0.5894000238657223,0.5700537724287756
2019_10_11,0.5697569355851608,0.5468833577634065,0.563731095203679,0.5957294981485609,0.5791225148558273
2019_10_12,0.5728228959669576,0.5431978419278211,0.5681959487548687,0.6006220443141457,0.5841754854920564
2019_10_13,0.5674119955154687,0.5327022062966313,0.5640761603014693,0.5939522275983623,0.5821877950091154
2019_10_14,0.5630928598181907,0.5294323469834845,0.5611966773315813,0.5931812071530077,0.5720529406168755
2019_10_15,0.5647397347452877,0.5332708783833144,0.5617460297614756,0.5886552229441882,0.5721135686218839
2019_10_16,0.5702699695058309,0.5364782313974288,0.5651279628448653,0.5861026288374623,0.577067756170653
2019_10_17,0.571275475343646,0.5396171579407235,0.5644079851872258,0.5946243258060568,0.573395780091226
2019_10_18,0.5731549764802779,0.5479478650983095,0.5597317211331204,0.5938135417701275,0.5837046953912111
2019_10_19,0.577373926188716,0.5464863540505784,0.5703980091965881,0.6072758590643905,0.5840582749358424
2019_10_20,0.5625347304319581,0.5425391307319422,0.5664978012865916,0.5872196248256627,0.5785941089782934
2019_10_21,0.5619901730928994,0.5320786984722312,0.5604390665507543,0.5961425495305048,0.5703917092194437
2019_10_22,0.5647779161021599,0.5446884675307135,0.5628448899040961,0.5960832702313434,0.5822545396189651
2019_10_23,0.5682376976120319,0.5432516335882781,0.559044131253865,0.593450274065251,0.575610603209151
2019_10_24,0.5662529795377386,0.5336935217056005,0.5649906441929551,0.593222445770158,0.5810195650945906
2019_10_25,0.5704927162523203,0.5432179024684114,0.5656356480234161,0.598337187456109,0.5777057066036264
2019_10_26,0.5725690085303083,0.5566714981074412,0.5707468408141179,0.6051880254324662,0.5873490299477718
2019_10_27,0.5574829336950827,0.5498343745059282,0.564621681224136,0.5884018886436244,0.5828253783921015
2019_10_28,0.5574025319319034,0.5426856562339657,0.5551702760144702,0.5906689592240146,0.5708035153955201
2019_10_29,0.5626477202803563,0.5432298113984966,0.563419807273378,0.5895568675571358,0.572382945731568
2019_10_30,0.5518821570398715,0.5341127435623295,0.5557656147798474,0.5887376343424783,0.5728358307534653
2019_10_31,0.573246121195107,0.5328188162918958,0.5759043921286885,0.6082449899722807,0.6000983639994081
