,Cook,Harris,Los Angeles,New York,Orange
2019_7_01,0.5615194042099403,0.5359335386953376,0.5721419244080138,0.6134040715488214,0.5714225536557223
2019_7_02,0.5478457990135632,0.5296875730683086,0.5614379751375583,0.5989560163746518,0.5735467910913141
2019_7_03,0.5570787078748033,0.5411998973015772,0.566354817023382,0.585752361875441,0.574478119557645
2019_7_04,0.5772430871346371,0.556920079421271,0.5592909807023043,0.6166746807481642,0.5849068901379906
2019_7_05,0.5574819277201669,0.5415813678336467,0.5795907904003743,0.6059758067840276,0.5854216376327764
2019_7_06,0.6193310476190477,0.5838492352941177,0.5705213888888889,0.5129759583333334,0.5738024761904762
2019_7_07,0.570976079543726,0.5406960513112883,0.5703677554283875,0.6018668503621811,0.5761593071789024
2019_7_08,0.5600769432265835,0.5359834444854701,0.5645147026121464,0.5971742146327653,0.567669769047619
2019_7_09,0.5654048613102924,0.5355763815985787,0.5679493104757535,0.5984874246266063,0.5794844768449987
2019_7_10,0.5686867435448759,0.5400208750900962,0.5697947047764303,0.6061482880534395,0.5802024785029077
2019_7_11,0.5673657186393287,0.5363209566677452,0.5669112867127793,0.5996550095899613,0.5818986960322082
2019_7_12,0.5800819600670835,0.5394868741518515,0.5694361139720152,0.6048791463820478,0.5898952831043014
2019_7_13,0.5746156559470964,0.5423778110673488,0.5721567937095762,0.6008772276107509,0.5886569904540055
2019_7_14,0.5694465806230895,0.5402029497707547,0.5662691249312046,0.5789000622334621,0.5876566416138442
2019_7_15,0.5654301459755658,0.5318977086082372,0.5657540781892295,0.597646130745566,0.5700885589404686
2019_7_16,0.5621898219649819,0.5331341131736957,0.5638384103139755,0.5940096322428551,0.5653045372303407
2019_7_17,0.5721145282678085,0.5408933603124654,0.5652289458686155,0.5958858086483791,0.5785420055964349
2019_7_18,0.561206338018541,0.5416586812843762,0.5641547550626962,0.5884345320805019,0.5733758240082429
2019_7_19,0.568275391663537,0.5479116321245426,0.5699502843035427,0.5954167325082089,0.5781766654536264
2019_7_20,0.5669099423999998,0.5473405177203431,0.5723796764524214,0.5988657704683019,0.5859435133573216
2019_7_21,0.5711339744943615,0.5428570243161087,0.5703774056017568,0.598265159926265,0.575215506261963
2019_7_22,0.5636012848054918,0.5375083299393488,0.5668335381293651,0.5920455968583985,0.5777061620667172
2019_7_23,0.5680027022684719,0.537700827265182,0.562956187798508,0.5893414563961122,0.5794142726739846
2019_7_24,0.5601032046877642,0.5407505423722814,0.5634752148425929,0.5939154056540645,0.5727444040598068
2019_7_25,0.5656403156601935,0.5425256910091184,0.5606358775478387,0.5997070403769098,0.5740410879072092
2019_7_26,0.571001188765426,0.547546563157709,0.568610624824487,0.6051705407029919,0.5796373829106009
2019_7_27,0.56387800299515,0.541294785331652,0.5695879186700579,0.6048261621606709,0.5775096362164788
2019_7_28,0.5675444308356637,0.5397413668298998,0.5627374617847992,0.5971773554488317,0.5783844769895331
2019_7_29,0.5581389694915253,0.5299523684331969,0.5644872584382492,0.592150937603105,0.5690177051317308
2019_7_30,0.5615783943401333,0.5373848056096033,0.5652769841160459,0.5943867282738914,0.5738360233421751
2019_7_31,0.562374398946675,0.5394515397028501,0.5650433332370134,0.5846272677977375,0.5743315651552287
