,Cook,Harris,Los Angeles,New York,Orange
2019_11_01,0.5713074423826745,0.5558850471879594,0.5820677643260257,0.606293489922748,0.5960590400745572
2019_11_02,0.5716118285655378,0.5482372595961211,0.57050029184993,0.5997414940457535,0.5941233216304669
2019_11_03,0.5598432915284006,0.5308089553152178,0.5589176714514758,0.5919170457990988,0.5841440439606013
2019_11_04,0.556490553241305,0.5350892196314951,0.562703189635282,0.5986811483247068,0.5791140989609377
2019_11_05,0.5632852631453493,0.5352384853264988,0.5590125733681018,0.5989361433072846,0.5762951115143519
2019_11_06,0.5668001625615761,0.5389477037658992,0.5660233023175195,0.5977689382426774,0.59024138212165
2019_11_07,0.5653103253869667,0.5357862299032475,0.5630063823230431,0.5935485536546115,0.5838736580828193
2019_11_08,0.5732898906539323,0.5454589185849016,0.5674341906673183,0.598388623192932,0.589306016754709
2019_11_09,0.5786091623379999,0.5461740825981132,0.5713807345425442,0.6064727343302919,0.5871210214490792
2019_11_10,0.5718892838360009,0.5399111303283776,0.5682649202895872,0.6006974595103576,0.5838341161200533
2019_11_11,0.5629458099830117,0.5347610095373021,0.5586314830177695,0.5937402861962324,0.5762619748539639
2019_11_12,0.5633718335838624,0.5356292956762859,0.563675419199893,0.5946173834939036,0.5735459426841903
2019_11_13,0.5702140510735971,0.5432939816574198,0.568077316250561,0.5924144568461502,0.5808906693059576
2019_11_14,0.5723294729709677,0.5467978874250605,0.5623171117494625,0.60023665768656,0.5773498211400108
2019_11_15,0.5532682256104169,0.5359651545140276,0.5541488922504141,0.590910867839422,0.561826971969085
2019_11_16,0,0,0,0,0
2019_11_17,0.5720668049406246,0.5348515825173756,0.5662946901560768,0.5994524441422899,0.577783694800759
2019_11_18,0.5535919332251441,0.5355103289284899,0.567158804276663,0.588516936575929,0.5722134042565012
2019_11_19,0.5712359837138427,0.5355274974932785,0.5651328819092513,0.5950677253496193,0.5799894719860351
2019_11_20,0.5650756006011469,0.5358012996534988,0.5588190426784841,0.5926848277065258,0.5697067668445964
2019_11_21,0.5757915039186258,0.5481869942940544,0.5750604064382786,0.598076797683747,0.5830953951653686
2019_11_22,0.5753229115923931,0.5446688535129125,0.5706726037528158,0.6012108476148793,0.585973693245302
2019_11_23,0.5760291926118775,0.5434922771449342,0.5669600831221286,0.599509230991449,0.5864764625881805
2019_11_24,0.5707392708979825,0.53797762191423,0.5649487277360044,0.5892385977393997,0.5806445925498789
2019_11_25,0.5596131288024642,0.5281980173815317,0.5634495077082494,0.5868237835204203,0.5753612132171821
2019_11_26,0.5617761516794625,0.5280917072818763,0.5620403019247391,0.592017043623202,0.5761529243373494
2019_11_27,0.5630624231099847,0.5356742419313936,0.5599552217635886,0.5973221281553396,0.5659769374709976
2019_11_28,0.5673048208812737,0.5456033881811201,0.5667946561253454,0.6138379972286374,0.5844662242209712
2019_11_29,0.5617245959992959,0.5315664714535028,0.566682624371674,0.6006633504310656,0.5797753670655567
2019_11_30,0.5592738328945155,0.5311560851320941,0.5595166858820656,0.5937936663011446,0.5806479083974241
