,Cook,Harris,Los Angeles,New York,Orange
2019_4_01,0.5615867474297103,0.5112702907281074,0.5458369616816452,0.594177181593881,0.5750567992653918
2019_4_02,0.5738139046494091,0.5414441649974095,0.5698966442696108,0.6044134307893075,0.5826475828956791
2019_4_03,0.5797022548209363,0.5410247902903538,0.5753895500557585,0.6073514587065525,0.5856265845901063
2019_4_04,0.5754371000335037,0.5425855379235928,0.5777426654166338,0.612311860540448,0.5912321177199504
2019_4_05,0.5845660509470636,0.5539339506222238,0.5820584665067667,0.6218660109927564,0.5953072373124894
2019_4_06,0.5810550226145312,0.5556413596311025,0.5814617838825539,0.6227341487387071,0.6055780370392143
2019_4_07,0.5803892953330956,0.5396715212962216,0.5782740967000038,0.6124424835884059,0.5948149283912963
2019_4_08,0.5822669571795466,0.5406736454123879,0.5773332597535523,0.6065576682035979,0.5908932022224793
2019_4_09,0.581498669659058,0.5445208884607896,0.5715447046923394,0.607476556587398,0.5871157923768937
2019_4_10,0.5786971874067858,0.5443041113115569,0.5712197298264083,0.6068075680560998,0.5893148554088458
2019_4_11,0.5803554523640556,0.5481346001324965,0.5736826980569618,0.6108671604734726,0.5922323315858451
2019_4_12,0.5929311445812504,0.5536048818572371,0.5810075493077029,0.6153779731989609,0.6021218147530241
2019_4_13,0.5908118779386784,0.5538076663840603,0.5808640281245706,0.6155769995781482,0.5990304889420549
2019_4_14,0.5731661575007437,0.5516462758981509,0.5811427414103446,0.6127313246870839,0.6002438064119129
2019_4_15,0.5666329964555118,0.5363866675548263,0.5629708976690104,0.587352942142825,0.57671125499038
2019_4_16,0.5779259228894197,0.5448092880332813,0.5687777568051375,0.6013891902353887,0.5822057930508275
2019_4_17,0.5781856632886561,0.5480972841925857,0.5741947066703974,0.6097200030334099,0.5884349032125448
2019_4_18,0.570155596039979,0.5493458050948747,0.579374164177489,0.6062397578238641,0.589126733421294
2019_4_19,0.5763060743413572,0.5482790032122955,0.5818134836126729,0.6138127893514214,0.5890555455815771
2019_4_20,0.5834313998218588,0.555373166056497,0.5816922867552421,0.6124576278987429,0.5954889804994469
2019_4_21,0.5888049495870823,0.5489298200853556,0.5839953148487125,0.6225028078811451,0.6025964028617493
2019_4_22,0.5734550285994443,0.5378098114273298,0.5740362933805556,0.6054034593483237,0.5861347683638031
2019_4_23,0.5771724367134733,0.5439509141811381,0.574223092743205,0.6091258860700892,0.583612236746847
2019_4_24,0.5825269360862235,0.5490469444343294,0.5726863335895598,0.6093925492160471,0.5833488586870129
2019_4_25,0.5811159118000367,0.5494120129981372,0.5744201543951507,0.6096778652245511,0.5920767073356966
2019_4_26,0.5787892947319561,0.5512656210162354,0.5768395750241128,0.6019073776680335,0.590361903543512
2019_4_27,0.5728381592603491,0.5569580190235974,0.5785898195537028,0.6150540924106899,0.6047781313259987
2019_4_28,0.5711362191623635,0.5444149749266798,0.5714778149635542,0.6056349553345497,0.5928181528583263
2019_4_29,0.5555419911537386,0.5316650153425725,0.5624794431298066,0.5959335586060266,0.574167908716909
2019_4_30,0.5673835426307599,0.5438252693574954,0.5747726801970136,0.6077756891916437,0.590433023719902
