,corrupted_files
0,/srv/data/twitter_geography/2021/geography_2021_1_01_23.csv.gz
1,/srv/data/twitter_geography/2021/geography_2021_1_02_23.csv.gz
2,/srv/data/twitter_geography/2021/geography_2021_1_11_00.csv.gz
3,/srv/data/twitter_geography/2021/geography_2021_1_11_01.csv.gz
4,/srv/data/twitter_geography/2021/geography_2021_1_11_02.csv.gz
5,/srv/data/twitter_geography/2021/geography_2021_1_11_03.csv.gz
6,/srv/data/twitter_geography/2021/geography_2021_1_11_04.csv.gz
7,/srv/data/twitter_geography/2021/geography_2021_1_11_06.csv.gz
8,/srv/data/twitter_geography/2021/geography_2021_1_11_07.csv.gz
9,/srv/data/twitter_geography/2021/geography_2021_1_11_17.csv.gz
10,/srv/data/twitter_geography/2021/geography_2021_1_14_23.csv.gz
11,/srv/data/twitter_geography/2021/geography_2021_1_15_23.csv.gz
12,/srv/data/twitter_geography/2021/geography_2021_1_16_23.csv.gz
13,/srv/data/twitter_geography/2021/geography_2021_1_18_23.csv.gz
14,/srv/data/twitter_geography/2021/geography_2021_1_20_10.csv.gz
15,/srv/data/twitter_geography/2021/geography_2021_1_20_11.csv.gz
16,/srv/data/twitter_geography/2021/geography_2021_1_20_12.csv.gz
17,/srv/data/twitter_geography/2021/geography_2021_1_20_13.csv.gz
18,/srv/data/twitter_geography/2021/geography_2021_1_20_14.csv.gz
19,/srv/data/twitter_geography/2021/geography_2021_1_20_15.csv.gz
20,/srv/data/twitter_geography/2021/geography_2021_1_20_18.csv.gz
21,/srv/data/twitter_geography/2021/geography_2021_1_20_19.csv.gz
22,/srv/data/twitter_geography/2021/geography_2021_1_20_20.csv.gz
23,/srv/data/twitter_geography/2021/geography_2021_1_21_00.csv.gz
24,/srv/data/twitter_geography/2021/geography_2021_1_21_01.csv.gz
25,/srv/data/twitter_geography/2021/geography_2021_1_21_02.csv.gz
26,/srv/data/twitter_geography/2021/geography_2021_1_21_03.csv.gz
27,/srv/data/twitter_geography/2021/geography_2021_1_21_04.csv.gz
28,/srv/data/twitter_geography/2021/geography_2021_1_21_05.csv.gz
29,/srv/data/twitter_geography/2021/geography_2021_1_21_06.csv.gz
30,/srv/data/twitter_geography/2021/geography_2021_1_21_07.csv.gz
31,/srv/data/twitter_geography/2021/geography_2021_1_21_08.csv.gz
32,/srv/data/twitter_geography/2021/geography_2021_1_22_23.csv.gz
33,/srv/data/twitter_geography/2021/geography_2021_1_23_23.csv.gz
34,/srv/data/twitter_geography/2021/geography_2021_1_25_00.csv.gz
35,/srv/data/twitter_geography/2021/geography_2021_1_25_01.csv.gz
36,/srv/data/twitter_geography/2021/geography_2021_1_25_02.csv.gz
37,/srv/data/twitter_geography/2021/geography_2021_1_25_03.csv.gz
38,/srv/data/twitter_geography/2021/geography_2021_1_25_04.csv.gz
39,/srv/data/twitter_geography/2021/geography_2021_1_25_05.csv.gz
40,/srv/data/twitter_geography/2021/geography_2021_1_25_06.csv.gz
41,/srv/data/twitter_geography/2021/geography_2021_1_25_23.csv.gz
42,/srv/data/twitter_geography/2021/geography_2021_1_27_23.csv.gz
43,/srv/data/twitter_geography/2021/geography_2021_1_28_23.csv.gz
44,/srv/data/twitter_geography/2021/geography_2021_1_29_23.csv.gz
45,/srv/data/twitter_geography/2021/geography_2021_1_30_23.csv.gz
46,/srv/data/twitter_geography/2021/geography_2021_2_02_23.csv.gz
47,/srv/data/twitter_geography/2021/geography_2021_2_03_23.csv.gz
48,/srv/data/twitter_geography/2021/geography_2021_2_04_23.csv.gz
49,/srv/data/twitter_geography/2021/geography_2021_2_05_23.csv.gz
50,/srv/data/twitter_geography/2021/geography_2021_2_06_23.csv.gz
51,/srv/data/twitter_geography/2021/geography_2021_2_08_23.csv.gz
52,/srv/data/twitter_geography/2021/geography_2021_2_09_23.csv.gz
53,/srv/data/twitter_geography/2021/geography_2021_2_10_23.csv.gz
54,/srv/data/twitter_geography/2021/geography_2021_2_11_23.csv.gz
55,/srv/data/twitter_geography/2021/geography_2021_2_12_23.csv.gz
56,/srv/data/twitter_geography/2021/geography_2021_2_16_23.csv.gz
57,/srv/data/twitter_geography/2021/geography_2021_2_17_23.csv.gz
58,/srv/data/twitter_geography/2021/geography_2021_2_18_23.csv.gz
59,/srv/data/twitter_geography/2021/geography_2021_2_19_23.csv.gz
60,/srv/data/twitter_geography/2021/geography_2021_2_20_23.csv.gz
61,/srv/data/twitter_geography/2021/geography_2021_2_22_23.csv.gz
62,/srv/data/twitter_geography/2021/geography_2021_2_23_23.csv.gz
63,/srv/data/twitter_geography/2021/geography_2021_2_25_23.csv.gz
64,/srv/data/twitter_geography/2021/geography_2021_2_26_23.csv.gz
65,/srv/data/twitter_geography/2021/geography_2021_2_27_23.csv.gz
