,corrupted_files
0,/srv/data/twitter_geography/2019/geography_2019_2_11_22.csv.gz
1,/srv/data/twitter_geography/2019/geography_2019_2_11_23.csv.gz
2,/srv/data/twitter_geography/2019/geography_2019_2_12_18.csv.gz
3,/srv/data/twitter_geography/2019/geography_2019_3_03_06.csv.gz
4,/srv/data/twitter_geography/2019/geography_2019_3_03_12.csv.gz
5,/srv/data/twitter_geography/2019/geography_2019_3_03_13.csv.gz
6,/srv/data/twitter_geography/2019/geography_2019_3_03_14.csv.gz
7,/srv/data/twitter_geography/2019/geography_2019_3_03_15.csv.gz
8,/srv/data/twitter_geography/2019/geography_2019_3_03_16.csv.gz
9,/srv/data/twitter_geography/2019/geography_2019_3_03_17.csv.gz
10,/srv/data/twitter_geography/2019/geography_2019_3_03_18.csv.gz
11,/srv/data/twitter_geography/2019/geography_2019_3_15_15.csv.gz
12,/srv/data/twitter_geography/2019/geography_2019_3_15_17.csv.gz
13,/srv/data/twitter_geography/2019/geography_2019_3_15_18.csv.gz
14,/srv/data/twitter_geography/2019/geography_2019_3_15_19.csv.gz
15,/srv/data/twitter_geography/2019/geography_2019_3_15_20.csv.gz
16,/srv/data/twitter_geography/2019/geography_2019_3_15_21.csv.gz
17,/srv/data/twitter_geography/2019/geography_2019_3_15_22.csv.gz
18,/srv/data/twitter_geography/2019/geography_2019_3_16_00.csv.gz
19,/srv/data/twitter_geography/2019/geography_2019_3_16_01.csv.gz
20,/srv/data/twitter_geography/2019/geography_2019_3_16_02.csv.gz
21,/srv/data/twitter_geography/2019/geography_2019_3_16_03.csv.gz
22,/srv/data/twitter_geography/2019/geography_2019_3_16_04.csv.gz
23,/srv/data/twitter_geography/2019/geography_2019_3_16_05.csv.gz
24,/srv/data/twitter_geography/2019/geography_2019_3_16_06.csv.gz
25,/srv/data/twitter_geography/2019/geography_2019_3_16_07.csv.gz
26,/srv/data/twitter_geography/2019/geography_2019_3_16_08.csv.gz
27,/srv/data/twitter_geography/2019/geography_2019_3_16_09.csv.gz
28,/srv/data/twitter_geography/2019/geography_2019_3_16_10.csv.gz
29,/srv/data/twitter_geography/2019/geography_2019_3_16_11.csv.gz
30,/srv/data/twitter_geography/2019/geography_2019_3_16_12.csv.gz
31,/srv/data/twitter_geography/2019/geography_2019_3_16_13.csv.gz
32,/srv/data/twitter_geography/2019/geography_2019_6_06_12.csv.gz
33,/srv/data/twitter_geography/2019/geography_2019_6_06_13.csv.gz
34,/srv/data/twitter_geography/2019/geography_2019_6_06_14.csv.gz
35,/srv/data/twitter_geography/2019/geography_2019_6_06_15.csv.gz
36,/srv/data/twitter_geography/2019/geography_2019_6_06_16.csv.gz
37,/srv/data/twitter_geography/2019/geography_2019_6_06_17.csv.gz
38,/srv/data/twitter_geography/2019/geography_2019_6_06_18.csv.gz
39,/srv/data/twitter_geography/2019/geography_2019_6_06_19.csv.gz
40,/srv/data/twitter_geography/2019/geography_2019_6_06_20.csv.gz
41,/srv/data/twitter_geography/2019/geography_2019_6_06_21.csv.gz
42,/srv/data/twitter_geography/2019/geography_2019_6_06_22.csv.gz
43,/srv/data/twitter_geography/2019/geography_2019_6_06_23.csv.gz
44,/srv/data/twitter_geography/2019/geography_2019_6_07_00.csv.gz
45,/srv/data/twitter_geography/2019/geography_2019_6_07_01.csv.gz
46,/srv/data/twitter_geography/2019/geography_2019_6_07_02.csv.gz
47,/srv/data/twitter_geography/2019/geography_2019_6_07_03.csv.gz
48,/srv/data/twitter_geography/2019/geography_2019_6_07_04.csv.gz
49,/srv/data/twitter_geography/2019/geography_2019_6_07_05.csv.gz
50,/srv/data/twitter_geography/2019/geography_2019_6_07_06.csv.gz
51,/srv/data/twitter_geography/2019/geography_2019_6_07_07.csv.gz
52,/srv/data/twitter_geography/2019/geography_2019_6_07_08.csv.gz
53,/srv/data/twitter_geography/2019/geography_2019_6_07_09.csv.gz
54,/srv/data/twitter_geography/2019/geography_2019_6_07_10.csv.gz
55,/srv/data/twitter_geography/2019/geography_2019_6_07_11.csv.gz
56,/srv/data/twitter_geography/2019/geography_2019_6_07_12.csv.gz
57,/srv/data/twitter_geography/2019/geography_2019_6_07_13.csv.gz
58,/srv/data/twitter_geography/2019/geography_2019_6_07_14.csv.gz
59,/srv/data/twitter_geography/2019/geography_2019_6_07_15.csv.gz
60,/srv/data/twitter_geography/2019/geography_2019_6_07_16.csv.gz
61,/srv/data/twitter_geography/2019/geography_2019_6_07_17.csv.gz
62,/srv/data/twitter_geography/2019/geography_2019_6_07_18.csv.gz
63,/srv/data/twitter_geography/2019/geography_2019_6_07_19.csv.gz
64,/srv/data/twitter_geography/2019/geography_2019_6_07_20.csv.gz
65,/srv/data/twitter_geography/2019/geography_2019_6_07_21.csv.gz
66,/srv/data/twitter_geography/2019/geography_2019_6_07_22.csv.gz
67,/srv/data/twitter_geography/2019/geography_2019_6_07_23.csv.gz
68,/srv/data/twitter_geography/2019/geography_2019_6_08_00.csv.gz
69,/srv/data/twitter_geography/2019/geography_2019_6_08_01.csv.gz
70,/srv/data/twitter_geography/2019/geography_2019_6_08_02.csv.gz
71,/srv/data/twitter_geography/2019/geography_2019_6_08_03.csv.gz
72,/srv/data/twitter_geography/2019/geography_2019_6_08_04.csv.gz
73,/srv/data/twitter_geography/2019/geography_2019_6_08_05.csv.gz
74,/srv/data/twitter_geography/2019/geography_2019_6_08_06.csv.gz
75,/srv/data/twitter_geography/2019/geography_2019_6_08_07.csv.gz
76,/srv/data/twitter_geography/2019/geography_2019_6_08_08.csv.gz
77,/srv/data/twitter_geography/2019/geography_2019_6_08_09.csv.gz
78,/srv/data/twitter_geography/2019/geography_2019_6_08_10.csv.gz
79,/srv/data/twitter_geography/2019/geography_2019_6_08_11.csv.gz
