,missing_files
0,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_15.csv.gz
1,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_16.csv.gz
2,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_17.csv.gz
3,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_18.csv.gz
4,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_19.csv.gz
5,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_20.csv.gz
6,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_21.csv.gz
7,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_22.csv.gz
8,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_09_23.csv.gz
9,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_00.csv.gz
10,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_01.csv.gz
11,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_02.csv.gz
12,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_03.csv.gz
13,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_04.csv.gz
14,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_05.csv.gz
15,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_06.csv.gz
16,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_07.csv.gz
17,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_08.csv.gz
18,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_09.csv.gz
19,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_10.csv.gz
20,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_11.csv.gz
21,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_12.csv.gz
22,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_13.csv.gz
23,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_14.csv.gz
24,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_15.csv.gz
25,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_16.csv.gz
26,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_17.csv.gz
27,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_18.csv.gz
28,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_19.csv.gz
29,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_20.csv.gz
30,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_21.csv.gz
31,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_22.csv.gz
32,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_10_23.csv.gz
33,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_00.csv.gz
34,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_01.csv.gz
35,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_02.csv.gz
36,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_03.csv.gz
37,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_04.csv.gz
38,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_05.csv.gz
39,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_06.csv.gz
40,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_07.csv.gz
41,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_08.csv.gz
42,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_09.csv.gz
43,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_10.csv.gz
44,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_11.csv.gz
45,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_12.csv.gz
46,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_13.csv.gz
47,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_14.csv.gz
48,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_15.csv.gz
49,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_16.csv.gz
50,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_17.csv.gz
51,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_18.csv.gz
52,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_19.csv.gz
53,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_20.csv.gz
54,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_21.csv.gz
55,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_22.csv.gz
56,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_11_23.csv.gz
57,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_00.csv.gz
58,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_01.csv.gz
59,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_02.csv.gz
60,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_03.csv.gz
61,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_04.csv.gz
62,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_05.csv.gz
63,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_06.csv.gz
64,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_07.csv.gz
65,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_08.csv.gz
66,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_09.csv.gz
67,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_10.csv.gz
68,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_11.csv.gz
69,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_12.csv.gz
70,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_13.csv.gz
71,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_14.csv.gz
72,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_15.csv.gz
73,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_16.csv.gz
74,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_17.csv.gz
75,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_18.csv.gz
76,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_19.csv.gz
77,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_20.csv.gz
78,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_21.csv.gz
79,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_22.csv.gz
80,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_12_23.csv.gz
81,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_00.csv.gz
82,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_01.csv.gz
83,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_02.csv.gz
84,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_03.csv.gz
85,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_04.csv.gz
86,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_05.csv.gz
87,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_06.csv.gz
88,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_07.csv.gz
89,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_08.csv.gz
90,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_09.csv.gz
91,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_10.csv.gz
92,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_11.csv.gz
93,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_12.csv.gz
94,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_13.csv.gz
95,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_14.csv.gz
96,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_15.csv.gz
97,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_16.csv.gz
98,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_17.csv.gz
99,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_18.csv.gz
100,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_19.csv.gz
101,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_20.csv.gz
102,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_21.csv.gz
103,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_22.csv.gz
104,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_13_23.csv.gz
105,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_14_00.csv.gz
106,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_14_01.csv.gz
107,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_14_02.csv.gz
108,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_14_03.csv.gz
109,/srv/data/twitter_sentiment/2017/bert_sentiment_2017_9_14_04.csv.gz
