,missing_files
0,/srv/data/twitter_geography/2012/geography_2012_4_01_07.csv.gz
1,/srv/data/twitter_geography/2012/geography_2012_4_01_08.csv.gz
2,/srv/data/twitter_geography/2012/geography_2012_4_01_09.csv.gz
3,/srv/data/twitter_geography/2012/geography_2012_4_01_11.csv.gz
4,/srv/data/twitter_geography/2012/geography_2012_4_01_18.csv.gz
5,/srv/data/twitter_geography/2012/geography_2012_4_01_19.csv.gz
6,/srv/data/twitter_geography/2012/geography_2012_4_01_20.csv.gz
7,/srv/data/twitter_geography/2012/geography_2012_4_01_21.csv.gz
8,/srv/data/twitter_geography/2012/geography_2012_4_01_22.csv.gz
9,/srv/data/twitter_geography/2012/geography_2012_4_01_23.csv.gz
10,/srv/data/twitter_geography/2012/geography_2012_4_02_01.csv.gz
11,/srv/data/twitter_geography/2012/geography_2012_4_02_02.csv.gz
12,/srv/data/twitter_geography/2012/geography_2012_4_02_04.csv.gz
13,/srv/data/twitter_geography/2012/geography_2012_4_02_06.csv.gz
14,/srv/data/twitter_geography/2012/geography_2012_4_02_07.csv.gz
15,/srv/data/twitter_geography/2012/geography_2012_4_02_08.csv.gz
16,/srv/data/twitter_geography/2012/geography_2012_4_02_09.csv.gz
17,/srv/data/twitter_geography/2012/geography_2012_4_02_10.csv.gz
18,/srv/data/twitter_geography/2012/geography_2012_4_02_11.csv.gz
19,/srv/data/twitter_geography/2012/geography_2012_4_02_12.csv.gz
20,/srv/data/twitter_geography/2012/geography_2012_4_02_13.csv.gz
21,/srv/data/twitter_geography/2012/geography_2012_4_02_14.csv.gz
22,/srv/data/twitter_geography/2012/geography_2012_4_02_15.csv.gz
23,/srv/data/twitter_geography/2012/geography_2012_4_02_16.csv.gz
24,/srv/data/twitter_geography/2012/geography_2012_4_02_17.csv.gz
25,/srv/data/twitter_geography/2012/geography_2012_4_02_18.csv.gz
26,/srv/data/twitter_geography/2012/geography_2012_4_02_19.csv.gz
27,/srv/data/twitter_geography/2012/geography_2012_4_02_22.csv.gz
28,/srv/data/twitter_geography/2012/geography_2012_4_02_23.csv.gz
29,/srv/data/twitter_geography/2012/geography_2012_4_03_00.csv.gz
30,/srv/data/twitter_geography/2012/geography_2012_4_03_01.csv.gz
31,/srv/data/twitter_geography/2012/geography_2012_4_03_02.csv.gz
32,/srv/data/twitter_geography/2012/geography_2012_4_03_03.csv.gz
33,/srv/data/twitter_geography/2012/geography_2012_4_03_05.csv.gz
34,/srv/data/twitter_geography/2012/geography_2012_4_03_06.csv.gz
35,/srv/data/twitter_geography/2012/geography_2012_4_03_07.csv.gz
36,/srv/data/twitter_geography/2012/geography_2012_4_03_09.csv.gz
37,/srv/data/twitter_geography/2012/geography_2012_4_03_10.csv.gz
38,/srv/data/twitter_geography/2012/geography_2012_4_03_11.csv.gz
39,/srv/data/twitter_geography/2012/geography_2012_4_03_12.csv.gz
40,/srv/data/twitter_geography/2012/geography_2012_4_03_13.csv.gz
41,/srv/data/twitter_geography/2012/geography_2012_4_03_16.csv.gz
42,/srv/data/twitter_geography/2012/geography_2012_4_03_17.csv.gz
43,/srv/data/twitter_geography/2012/geography_2012_4_03_18.csv.gz
44,/srv/data/twitter_geography/2012/geography_2012_4_03_19.csv.gz
45,/srv/data/twitter_geography/2012/geography_2012_4_03_20.csv.gz
46,/srv/data/twitter_geography/2012/geography_2012_4_03_21.csv.gz
47,/srv/data/twitter_geography/2012/geography_2012_4_04_03.csv.gz
48,/srv/data/twitter_geography/2012/geography_2012_4_04_05.csv.gz
49,/srv/data/twitter_geography/2012/geography_2012_4_04_06.csv.gz
50,/srv/data/twitter_geography/2012/geography_2012_4_04_08.csv.gz
51,/srv/data/twitter_geography/2012/geography_2012_4_04_09.csv.gz
52,/srv/data/twitter_geography/2012/geography_2012_4_04_12.csv.gz
53,/srv/data/twitter_geography/2012/geography_2012_4_04_17.csv.gz
54,/srv/data/twitter_geography/2012/geography_2012_4_04_18.csv.gz
55,/srv/data/twitter_geography/2012/geography_2012_4_04_19.csv.gz
56,/srv/data/twitter_geography/2012/geography_2012_4_04_20.csv.gz
57,/srv/data/twitter_geography/2012/geography_2012_4_04_21.csv.gz
58,/srv/data/twitter_geography/2012/geography_2012_4_04_22.csv.gz
59,/srv/data/twitter_geography/2012/geography_2012_4_05_00.csv.gz
60,/srv/data/twitter_geography/2012/geography_2012_4_05_01.csv.gz
61,/srv/data/twitter_geography/2012/geography_2012_4_05_02.csv.gz
62,/srv/data/twitter_geography/2012/geography_2012_4_05_03.csv.gz
63,/srv/data/twitter_geography/2012/geography_2012_4_05_04.csv.gz
64,/srv/data/twitter_geography/2012/geography_2012_4_05_05.csv.gz
65,/srv/data/twitter_geography/2012/geography_2012_4_05_06.csv.gz
66,/srv/data/twitter_geography/2012/geography_2012_4_05_08.csv.gz
67,/srv/data/twitter_geography/2012/geography_2012_4_05_09.csv.gz
68,/srv/data/twitter_geography/2012/geography_2012_4_05_10.csv.gz
69,/srv/data/twitter_geography/2012/geography_2012_4_05_11.csv.gz
70,/srv/data/twitter_geography/2012/geography_2012_4_05_12.csv.gz
71,/srv/data/twitter_geography/2012/geography_2012_4_05_13.csv.gz
72,/srv/data/twitter_geography/2012/geography_2012_4_05_14.csv.gz
73,/srv/data/twitter_geography/2012/geography_2012_4_05_15.csv.gz
74,/srv/data/twitter_geography/2012/geography_2012_4_05_16.csv.gz
75,/srv/data/twitter_geography/2012/geography_2012_4_05_17.csv.gz
76,/srv/data/twitter_geography/2012/geography_2012_4_05_18.csv.gz
77,/srv/data/twitter_geography/2012/geography_2012_4_05_19.csv.gz
78,/srv/data/twitter_geography/2012/geography_2012_4_05_20.csv.gz
79,/srv/data/twitter_geography/2012/geography_2012_4_05_23.csv.gz
80,/srv/data/twitter_geography/2012/geography_2012_4_06_00.csv.gz
81,/srv/data/twitter_geography/2012/geography_2012_4_06_04.csv.gz
82,/srv/data/twitter_geography/2012/geography_2012_4_06_05.csv.gz
83,/srv/data/twitter_geography/2012/geography_2012_4_06_06.csv.gz
84,/srv/data/twitter_geography/2012/geography_2012_4_06_08.csv.gz
85,/srv/data/twitter_geography/2012/geography_2012_4_06_09.csv.gz
86,/srv/data/twitter_geography/2012/geography_2012_4_06_10.csv.gz
87,/srv/data/twitter_geography/2012/geography_2012_4_06_12.csv.gz
88,/srv/data/twitter_geography/2012/geography_2012_4_06_13.csv.gz
89,/srv/data/twitter_geography/2012/geography_2012_4_06_14.csv.gz
90,/srv/data/twitter_geography/2012/geography_2012_4_06_15.csv.gz
91,/srv/data/twitter_geography/2012/geography_2012_4_06_16.csv.gz
92,/srv/data/twitter_geography/2012/geography_2012_4_06_17.csv.gz
93,/srv/data/twitter_geography/2012/geography_2012_4_06_20.csv.gz
94,/srv/data/twitter_geography/2012/geography_2012_4_06_22.csv.gz
95,/srv/data/twitter_geography/2012/geography_2012_4_07_01.csv.gz
96,/srv/data/twitter_geography/2012/geography_2012_4_07_02.csv.gz
97,/srv/data/twitter_geography/2012/geography_2012_4_07_04.csv.gz
98,/srv/data/twitter_geography/2012/geography_2012_4_07_08.csv.gz
99,/srv/data/twitter_geography/2012/geography_2012_4_07_09.csv.gz
100,/srv/data/twitter_geography/2012/geography_2012_4_07_10.csv.gz
101,/srv/data/twitter_geography/2012/geography_2012_4_07_12.csv.gz
102,/srv/data/twitter_geography/2012/geography_2012_4_07_13.csv.gz
103,/srv/data/twitter_geography/2012/geography_2012_4_07_14.csv.gz
104,/srv/data/twitter_geography/2012/geography_2012_4_07_15.csv.gz
105,/srv/data/twitter_geography/2012/geography_2012_4_07_17.csv.gz
106,/srv/data/twitter_geography/2012/geography_2012_4_07_19.csv.gz
107,/srv/data/twitter_geography/2012/geography_2012_4_07_21.csv.gz
108,/srv/data/twitter_geography/2012/geography_2012_4_08_00.csv.gz
109,/srv/data/twitter_geography/2012/geography_2012_4_08_01.csv.gz
110,/srv/data/twitter_geography/2012/geography_2012_4_08_02.csv.gz
111,/srv/data/twitter_geography/2012/geography_2012_4_08_03.csv.gz
112,/srv/data/twitter_geography/2012/geography_2012_4_08_04.csv.gz
113,/srv/data/twitter_geography/2012/geography_2012_4_08_06.csv.gz
114,/srv/data/twitter_geography/2012/geography_2012_4_08_08.csv.gz
