,corrupted_files
0,/srv/data/twitter_geography/2014/geography_2014_1_17_17.csv.gz
1,/srv/data/twitter_geography/2014/geography_2014_1_17_18.csv.gz
2,/srv/data/twitter_geography/2014/geography_2014_1_17_19.csv.gz
3,/srv/data/twitter_geography/2014/geography_2014_1_17_20.csv.gz
4,/srv/data/twitter_geography/2014/geography_2014_1_17_21.csv.gz
5,/srv/data/twitter_geography/2014/geography_2014_1_17_22.csv.gz
6,/srv/data/twitter_geography/2014/geography_2014_1_17_23.csv.gz
7,/srv/data/twitter_geography/2014/geography_2014_1_18_00.csv.gz
8,/srv/data/twitter_geography/2014/geography_2014_1_18_01.csv.gz
9,/srv/data/twitter_geography/2014/geography_2014_1_18_02.csv.gz
10,/srv/data/twitter_geography/2014/geography_2014_1_18_03.csv.gz
11,/srv/data/twitter_geography/2014/geography_2014_1_18_04.csv.gz
12,/srv/data/twitter_geography/2014/geography_2014_1_18_05.csv.gz
13,/srv/data/twitter_geography/2014/geography_2014_1_18_06.csv.gz
14,/srv/data/twitter_geography/2014/geography_2014_1_18_07.csv.gz
15,/srv/data/twitter_geography/2014/geography_2014_1_18_08.csv.gz
16,/srv/data/twitter_geography/2014/geography_2014_1_18_09.csv.gz
17,/srv/data/twitter_geography/2014/geography_2014_1_18_10.csv.gz
18,/srv/data/twitter_geography/2014/geography_2014_1_18_11.csv.gz
19,/srv/data/twitter_geography/2014/geography_2014_1_18_12.csv.gz
20,/srv/data/twitter_geography/2014/geography_2014_1_18_13.csv.gz
21,/srv/data/twitter_geography/2014/geography_2014_1_18_14.csv.gz
22,/srv/data/twitter_geography/2014/geography_2014_1_18_15.csv.gz
23,/srv/data/twitter_geography/2014/geography_2014_1_18_16.csv.gz
24,/srv/data/twitter_geography/2014/geography_2014_1_18_17.csv.gz
25,/srv/data/twitter_geography/2014/geography_2014_1_18_18.csv.gz
26,/srv/data/twitter_geography/2014/geography_2014_1_18_19.csv.gz
27,/srv/data/twitter_geography/2014/geography_2014_1_18_20.csv.gz
28,/srv/data/twitter_geography/2014/geography_2014_1_18_21.csv.gz
29,/srv/data/twitter_geography/2014/geography_2014_1_18_22.csv.gz
30,/srv/data/twitter_geography/2014/geography_2014_1_18_23.csv.gz
31,/srv/data/twitter_geography/2014/geography_2014_1_19_00.csv.gz
32,/srv/data/twitter_geography/2014/geography_2014_1_19_01.csv.gz
33,/srv/data/twitter_geography/2014/geography_2014_1_19_02.csv.gz
34,/srv/data/twitter_geography/2014/geography_2014_1_19_03.csv.gz
35,/srv/data/twitter_geography/2014/geography_2014_1_19_04.csv.gz
36,/srv/data/twitter_geography/2014/geography_2014_1_19_05.csv.gz
37,/srv/data/twitter_geography/2014/geography_2014_1_19_06.csv.gz
38,/srv/data/twitter_geography/2014/geography_2014_1_19_07.csv.gz
39,/srv/data/twitter_geography/2014/geography_2014_1_19_08.csv.gz
40,/srv/data/twitter_geography/2014/geography_2014_1_19_09.csv.gz
41,/srv/data/twitter_geography/2014/geography_2014_1_19_10.csv.gz
42,/srv/data/twitter_geography/2014/geography_2014_1_19_11.csv.gz
43,/srv/data/twitter_geography/2014/geography_2014_1_19_12.csv.gz
44,/srv/data/twitter_geography/2014/geography_2014_1_19_13.csv.gz
45,/srv/data/twitter_geography/2014/geography_2014_1_19_15.csv.gz
46,/srv/data/twitter_geography/2014/geography_2014_1_19_16.csv.gz
47,/srv/data/twitter_geography/2014/geography_2014_1_19_17.csv.gz
48,/srv/data/twitter_geography/2014/geography_2014_1_19_18.csv.gz
49,/srv/data/twitter_geography/2014/geography_2014_1_19_19.csv.gz
50,/srv/data/twitter_geography/2014/geography_2014_1_19_20.csv.gz
51,/srv/data/twitter_geography/2014/geography_2014_1_19_21.csv.gz
52,/srv/data/twitter_geography/2014/geography_2014_1_19_22.csv.gz
53,/srv/data/twitter_geography/2014/geography_2014_1_20_00.csv.gz
54,/srv/data/twitter_geography/2014/geography_2014_1_20_01.csv.gz
55,/srv/data/twitter_geography/2014/geography_2014_1_20_02.csv.gz
56,/srv/data/twitter_geography/2014/geography_2014_1_20_03.csv.gz
57,/srv/data/twitter_geography/2014/geography_2014_1_20_04.csv.gz
58,/srv/data/twitter_geography/2014/geography_2014_1_20_06.csv.gz
59,/srv/data/twitter_geography/2014/geography_2014_1_20_07.csv.gz
60,/srv/data/twitter_geography/2014/geography_2014_1_20_10.csv.gz
61,/srv/data/twitter_geography/2014/geography_2014_1_20_11.csv.gz
62,/srv/data/twitter_geography/2014/geography_2014_1_20_12.csv.gz
63,/srv/data/twitter_geography/2014/geography_2014_1_20_14.csv.gz
64,/srv/data/twitter_geography/2014/geography_2014_1_20_15.csv.gz
65,/srv/data/twitter_geography/2014/geography_2014_1_20_16.csv.gz
66,/srv/data/twitter_geography/2014/geography_2014_1_20_17.csv.gz
67,/srv/data/twitter_geography/2014/geography_2014_1_20_18.csv.gz
68,/srv/data/twitter_geography/2014/geography_2014_1_20_19.csv.gz
69,/srv/data/twitter_geography/2014/geography_2014_1_20_20.csv.gz
70,/srv/data/twitter_geography/2014/geography_2014_1_20_21.csv.gz
71,/srv/data/twitter_geography/2014/geography_2014_1_20_22.csv.gz
72,/srv/data/twitter_geography/2014/geography_2014_1_20_23.csv.gz
73,/srv/data/twitter_geography/2014/geography_2014_1_21_00.csv.gz
74,/srv/data/twitter_geography/2014/geography_2014_1_21_01.csv.gz
75,/srv/data/twitter_geography/2014/geography_2014_1_21_02.csv.gz
76,/srv/data/twitter_geography/2014/geography_2014_1_21_03.csv.gz
77,/srv/data/twitter_geography/2014/geography_2014_1_21_04.csv.gz
78,/srv/data/twitter_geography/2014/geography_2014_1_21_05.csv.gz
79,/srv/data/twitter_geography/2014/geography_2014_1_21_06.csv.gz
80,/srv/data/twitter_geography/2014/geography_2014_1_21_07.csv.gz
81,/srv/data/twitter_geography/2014/geography_2014_1_21_08.csv.gz
82,/srv/data/twitter_geography/2014/geography_2014_1_21_09.csv.gz
83,/srv/data/twitter_geography/2014/geography_2014_1_21_10.csv.gz
84,/srv/data/twitter_geography/2014/geography_2014_1_21_11.csv.gz
85,/srv/data/twitter_geography/2014/geography_2014_1_21_12.csv.gz
86,/srv/data/twitter_geography/2014/geography_2014_1_21_13.csv.gz
87,/srv/data/twitter_geography/2014/geography_2014_1_22_10.csv.gz
88,/srv/data/twitter_geography/2014/geography_2014_1_22_11.csv.gz
89,/srv/data/twitter_geography/2014/geography_2014_1_22_12.csv.gz
90,/srv/data/twitter_geography/2014/geography_2014_1_22_13.csv.gz
91,/srv/data/twitter_geography/2014/geography_2014_6_17_22.csv.gz
92,/srv/data/twitter_geography/2014/geography_2014_6_23_03.csv.gz
93,/srv/data/twitter_geography/2014/geography_2014_6_28_00.csv.gz
94,/srv/data/twitter_geography/2014/geography_2014_6_30_19.csv.gz
95,/srv/data/twitter_geography/2014/geography_2014_6_30_20.csv.gz
96,/srv/data/twitter_geography/2014/geography_2014_6_30_21.csv.gz
97,/srv/data/twitter_geography/2014/geography_2014_6_30_22.csv.gz
98,/srv/data/twitter_geography/2014/geography_2014_6_30_23.csv.gz
99,/srv/data/twitter_geography/2014/geography_2014_7_01_00.csv.gz
100,/srv/data/twitter_geography/2014/geography_2014_7_01_01.csv.gz
101,/srv/data/twitter_geography/2014/geography_2014_7_01_02.csv.gz
102,/srv/data/twitter_geography/2014/geography_2014_7_01_03.csv.gz
103,/srv/data/twitter_geography/2014/geography_2014_7_01_04.csv.gz
104,/srv/data/twitter_geography/2014/geography_2014_7_01_05.csv.gz
105,/srv/data/twitter_geography/2014/geography_2014_7_01_06.csv.gz
106,/srv/data/twitter_geography/2014/geography_2014_7_01_07.csv.gz
107,/srv/data/twitter_geography/2014/geography_2014_7_01_08.csv.gz
108,/srv/data/twitter_geography/2014/geography_2014_7_01_09.csv.gz
109,/srv/data/twitter_geography/2014/geography_2014_7_01_10.csv.gz
110,/srv/data/twitter_geography/2014/geography_2014_7_01_11.csv.gz
111,/srv/data/twitter_geography/2014/geography_2014_7_01_12.csv.gz
112,/srv/data/twitter_geography/2014/geography_2014_7_01_13.csv.gz
113,/srv/data/twitter_geography/2014/geography_2014_7_01_14.csv.gz
114,/srv/data/twitter_geography/2014/geography_2014_7_01_15.csv.gz
115,/srv/data/twitter_geography/2014/geography_2014_7_01_16.csv.gz
116,/srv/data/twitter_geography/2014/geography_2014_8_03_00.csv.gz
