,corrupted_files
0,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_3_29_22.csv.gz
1,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_14.csv.gz
2,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_15.csv.gz
3,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_16.csv.gz
4,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_17.csv.gz
5,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_18.csv.gz
6,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_19.csv.gz
7,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_20.csv.gz
8,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_21.csv.gz
9,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_4_16_22.csv.gz
10,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_5_10_22.csv.gz
11,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_5_17_22.csv.gz
12,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_5_24_22.csv.gz
13,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_5_31_22.csv.gz
14,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_07_22.csv.gz
15,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_14_22.csv.gz
16,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_21_22.csv.gz
17,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_6_28_22.csv.gz
18,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_05_22.csv.gz
19,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_12_22.csv.gz
20,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_19_22.csv.gz
21,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_7_26_22.csv.gz
22,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_02_22.csv.gz
23,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_09_22.csv.gz
24,/srv/data/twitter_sentiment/2020/bert_sentiment_2020_8_16_22.csv.gz
